(cx,kxya)
(a,nnn)
(jfons,nooo no mentendeees carahoo)
(b,nnn)
(cx,kxy)
(b,j)
(kxy,kxy)
(cx,ckxya)
(k,k)
(kx,kx)
(a,x)
(jfons,aaa)
(c,kxy)
(cx,cjkxya)
(jfons,nnn)
(jfons,j)
(b,f)
14;16;3.0
1;14;3.0
5;15;3.0
8;9;1.75
1;11;3.0
1;10;4.0
5;16;4.0
3;5;4.0
5;11;3.0
0;4;4.0
7;12;3.0
1;3;3.0
5;14;3.0
1;16;3.0
6;13;3.0
6;12;3.0
3;11;3.0
0;12;3.0
0;6;3.0
10;16;3.0
10;11;3.0
1;15;3.0
7;13;4.0
1;5;3.0
3;14;3.0
6;7;3.0
10;14;3.0
0;7;4.0
5;10;3.0
12;13;3.0
4;13;4.0
11;14;4.0
11;16;3.0
2;8;2.0
0;13;4.0
4;7;4.0
14;15;4.0
4;12;3.0
3;15;3.0
3;16;4.0
15;16;3.0
4;6;3.0
10;15;3.0
11;15;4.0
3;10;3.0
