(a,c)
(a,d)
(b,e)
(jfons,ccc)
(b,d)
(a,f)
(a,e)
(a,b)
(jfons,eee)
(b,f)
(jfons,bbb)
(jfons,ddd)
(b,c)
(a,a)
(jfons,aaa)
(b,a)
(b,b)
(jfons,fff)
9;12;0.6666667
12;17;0.5
9;17;0.5
6;8;0.5
1;17;0.5
5;13;0.6666667
6;12;0.5
16;17;0.5
2;16;0.6666667
2;9;0.6666667
1;3;0.5
0;6;0.6666667
8;12;0.5
15;17;0.5
9;10;0.5
2;7;0.5
4;8;0.5
11;16;0.5
14;15;0.5
6;7;0.6666667
0;11;0.5
2;12;0.6666667
10;13;0.5
1;14;0.5
1;6;0.6666667
8;16;0.5
2;14;0.5
1;7;0.6666667
3;9;0.5
13;14;0.5
8;11;0.6666667
0;7;0.6666667
5;7;0.6666667
6;11;0.5
9;13;0.5
0;15;0.5
1;4;0.5
6;15;0.5
0;16;0.5
6;10;0.5
9;11;0.5
12;13;0.5
5;10;0.5
5;12;0.5
4;9;0.6666667
3;6;0.5
5;14;0.5
8;9;0.5
4;5;0.5
7;10;0.5
2;4;0.6666667
8;15;0.5
10;17;0.6666667
0;17;0.5
7;16;0.5
11;14;0.6666667
8;10;0.6666667
15;16;0.6666667
13;17;0.5
12;15;0.6666667
3;15;0.5
11;12;0.5
4;10;0.5
9;15;0.6666667
4;17;0.5
2;6;0.5
4;13;0.5
13;15;0.5
8;17;0.6666667
1;13;0.6666667
4;11;0.5
3;7;0.5
12;14;0.5
3;4;0.5
2;15;0.6666667
0;2;0.5
0;4;0.5
10;11;0.6666667
9;16;0.6666667
1;9;0.5
6;9;0.5
8;13;0.5
14;17;0.6666667
3;8;0.6666667
6;14;0.5
2;10;0.5
10;15;0.5
10;12;0.5
7;13;0.6666667
7;12;0.5
11;17;0.6666667
4;6;0.5
4;14;0.5
8;14;0.6666667
11;13;0.5
1;2;0.5
3;17;0.6666667
5;6;0.6666667
4;15;0.6666667
5;8;0.5
0;9;0.5
4;12;0.6666667
2;8;0.5
10;14;0.6666667
4;16;0.6666667
7;14;0.5
6;13;0.6666667
3;13;0.5
0;3;0.5
14;16;0.5
7;8;0.5
3;5;0.5
11;15;0.5
6;17;0.5
0;13;0.6666667
3;14;0.6666667
2;5;0.5
4;7;0.5
5;15;0.5
7;11;0.5
0;8;0.5
5;11;0.5
7;15;0.5
0;12;0.5
3;10;0.6666667
0;1;0.6666667
3;12;0.5
7;9;0.5
1;10;0.5
5;17;0.5
12;16;0.6666667
5;9;0.5
10;16;0.5
2;11;0.5
0;10;0.5
0;14;0.5
2;3;0.5
2;13;0.5
1;15;0.5
13;16;0.5
1;5;0.6666667
2;17;0.5
1;8;0.5
3;16;0.5
5;16;0.5
1;16;0.5
6;16;0.5
0;5;0.6666667
3;11;0.6666667
7;17;0.5
1;11;0.5
9;14;0.5
1;12;0.5
