(kx,kx)
(cx,ckxya)
(b,j)
(k,k)
(cx,kxy)
(cx,kxya)
(c,kxy)
(a,nnn)
(jfons,fff)
(b,b)
(jfons,j)
(a,j)
(jfons,nnn)
(a,x)
(a,f)
(jfons,aaa)
(cx,cjkxya)
(b,nnn)
(b,f)
(kxy,kxy)
9;12;3.0
2;7;3.0
1;4;4.0
13;18;3.0
13;14;4.0
2;13;3.0
12;14;3.0
11;18;3.0
10;11;3.0
17;18;4.0
2;12;3.0
1;16;4.0
7;8;3.0
13;17;3.0
2;15;3.0
7;15;3.0
5;16;4.0
15;17;3.0
11;14;4.0
14;18;3.0
10;13;3.0
9;14;3.0
10;18;3.0
16;19;3.0
7;12;3.0
12;18;3.0
8;13;3.0
6;16;3.0
7;10;3.0
12;15;4.0
9;15;3.0
4;16;4.0
7;14;4.0
15;18;3.0
14;15;3.0
2;9;4.0
9;10;3.0
11;12;3.0
8;18;3.0
9;13;3.0
2;18;4.0
1;19;3.0
8;14;3.0
12;17;3.0
4;6;3.0
10;17;3.0
10;12;4.0
7;11;4.0
1;6;3.0
10;15;4.0
5;19;3.0
4;19;3.0
9;11;3.0
9;18;4.0
11;13;4.0
5;6;3.0
2;17;4.0
8;9;3.0
4;5;4.0
6;19;3.0
2;11;3.0
8;11;3.0
10;14;3.0
9;17;4.0
8;10;4.0
14;17;3.0
7;9;3.0
7;13;4.0
7;17;3.0
11;17;3.0
7;18;3.0
11;15;3.0
0;3;2.25
8;12;4.0
13;15;3.0
2;14;3.0
2;8;3.0
2;10;3.0
1;5;4.0
8;15;4.0
12;13;3.0
8;17;3.0
