(cx,cjkxya)
(a,j)
(a,f)
(cx,kxya)
(cx,kxy)
(cx,ckxya)
(jfons,nnn)
(jfons,j)
(b,j)
(b,nnn)
(b,f)
(a,x)
(c,kxy)
(jfons,aaa)
(b,b)
(k,k)
(kx,kx)
(a,nnn)
(kxy,kxy)
(jfons,fff)
8;10;4.0
1;2;4.0
9;19;3.0
2;6;3.0
5;12;3.0
6;19;4.0
3;4;4.0
6;10;3.0
11;17;4.0
2;10;3.0
8;11;3.0
9;13;3.0
1;6;3.0
9;14;4.0
2;14;3.0
1;19;3.0
0;5;4.0
1;11;4.0
15;16;2.25
8;13;3.0
11;14;3.0
2;7;3.0
1;17;4.0
11;19;3.0
8;9;4.0
2;13;3.0
2;11;4.0
2;9;3.0
3;18;3.0
10;11;3.0
10;14;4.0
8;17;3.0
7;17;3.0
1;7;3.0
4;5;4.0
6;11;3.0
8;14;4.0
9;11;3.0
3;12;3.0
4;12;3.0
7;19;4.0
7;14;3.0
12;18;3.0
13;14;3.0
5;18;3.0
6;9;3.0
2;17;4.0
0;12;3.0
2;8;3.0
17;19;3.0
4;18;3.0
7;11;3.0
1;10;3.0
7;9;3.0
1;8;3.0
8;19;3.0
0;18;3.0
7;10;3.0
10;13;3.0
9;10;4.0
14;19;3.0
0;4;4.0
10;19;3.0
1;13;3.0
6;8;3.0
9;17;3.0
2;19;3.0
3;5;4.0
1;9;3.0
6;13;4.0
6;17;3.0
10;17;3.0
14;17;3.0
1;14;3.0
0;3;4.0
11;13;3.0
7;8;3.0
7;13;4.0
6;14;3.0
13;17;3.0
6;7;4.0
13;19;4.0
