(Camela,The Freak_288)
(Skrillex,Sabata Rota_280)
(Skrillex,Sabata Rota_135)
(Bertri,All I want for Christmas is you_220)
(Abraham,Pentakill_127)
(Melendi,Pentakill_228)
(Camela,The Freak_245)
(Camela,Pentakill_26)
(DJ RFA,Cuando zarpa el hamor_54)
(Vector,Boca beats_102)
(DJ RFA,Cuando zarpa el hamor_109)
1;9;1.0
3;2;1.0
0;5;0.5
6;2;0.6666667
5;3;0.5
5;4;1.0
10;1;0.33333334
4;0;1.0
2;6;0.6666667
8;2;1.0
1;10;0.5
2;1;0.33333334
9;1;0.6666667
4;5;1.0
9;2;0.6666667
8;6;1.0
2;3;0.33333334
9;6;0.6666667
6;9;0.6666667
1;2;0.5
5;2;0.5
6;1;0.33333334
3;5;1.0
6;10;0.33333334
6;8;0.33333334
2;5;0.33333334
5;0;0.5
2;8;0.33333334
2;9;0.6666667
10;6;0.33333334
1;6;0.5
0;4;1.0
