(b,f)
(kx,kx)
(jfons,nooo no mentendeees carahoo)
(a,x)
(a,nnn)
(k,k)
(kxy,kxy)
(jfons,nnn)
(jfons,aaa)
(cx,kxy)
(jfons,j)
(c,kxy)
(b,j)
(cx,kxya)
(b,nnn)
(cx,ckxya)
(cx,cjkxya)
4;12;3.0
6;16;3.0
0;12;4.0
11;13;3.0
8;10;4.0
10;12;3.0
3;10;3.0
1;5;2.25
6;9;3.0
0;8;3.0
11;15;3.0
6;15;3.0
9;11;3.0
8;14;3.0
9;15;4.0
13;16;4.0
3;12;3.0
0;4;3.0
9;16;4.0
12;14;4.0
3;8;3.0
4;8;3.0
4;7;3.0
7;14;3.0
0;7;3.0
13;15;4.0
6;13;3.0
15;16;4.0
7;8;4.0
0;10;3.0
2;5;2.0
3;4;4.0
9;13;4.0
6;11;3.0
7;10;4.0
3;7;3.0
4;10;3.0
10;14;3.0
4;14;3.0
3;14;3.0
11;16;3.0
7;12;3.0
8;12;3.0
0;14;4.0
0;3;3.0
